description,url,District,R.,m²,Floor,Series,Price
"Aprīkots, mēbelēts un gaišs 2-istabu dzīvoklis ar lodžiju Rīgā,",https://www.ss.com/msg/en/real-estate/flats/riga/vecaki/ipjxl.html,Vecaki Vecaku pr. 205B,2,67,1/4,New,"155,000  €"
"Pārdodu pilnīgi jaunu 43 m² dzīvokli jaunā, energoefektīvā daudz",https://www.ss.com/msg/en/real-estate/flats/riga/ziepniekkalns/ambho.html,Ziepniekkalns Malu 18,2,43,3/4,New,"107,500  €"
Īpašnieks pārdod ļoti perspektīvu dzīvokli sagatavotu remontam b,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/bbxedg.html,Shampeteris-Pleskodale Volguntes 16b,5,115,1/2,Pre-war house,"115,000  €"
"Pārdod gaišu 2 istabu dzīvokli. 

Dzīvoklis atrodas Staļina la",https://www.ss.com/msg/en/real-estate/flats/riga/ilguciems/agbph.html,Ilguciems Benes 1A,2,44,3/3,Stalin project,"60,000  €"
"Pārdod 2 istabu dzīvokli Sarkandaugavā. 
Dzīvoklī veikts kosmēt",https://www.ss.com/msg/en/real-estate/flats/riga/sarkandaugava/finon.html,Sarkandaugava Aptiekas 6,2,48,4/5,Pre-war house,"59,000  €"
"Īpašnieks pārdod gaišu, saulainu un mājīgu 4-istabu dzīvokli (dz",https://www.ss.com/msg/en/real-estate/flats/riga/centre/aimcm.html,Centre Artilerijas 66B,4,64,3/5,Pre-war house,"118,900 €"
Продаётся светлая и аккуратная 2-комнатная квартира в Риге.,https://www.ss.com/msg/en/real-estate/flats/riga/kengarags/ekcbn.html,Kengarags Aglonas 28,2,51,1/5,Lit pr.,"54,900  €"
"Pārdošanā četristabu dzīvoklis ar kopējo platību 60, 1 m² Bruņin",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcimcf.html,Centre Bruninieku 20,4,60,2/6,Recon.,"145,000  €"
"Plašs 4 istabu dzīvoklis Zolitūdē – 119. sērijas projektā

Zol",https://www.ss.com/msg/en/real-estate/flats/riga/zolitude/fhfgj.html,Zolitude Imantas 16. l. 18,4,94,3/9,119-th,"112,000  €"
Pārdošanā nonācis silts un saulains 3-istabu dzīvokli Iļģuciemā,https://www.ss.com/msg/en/real-estate/flats/riga/ilguciems/dmljj.html,Ilguciems Dzirciema 61,3,59,7/9,467-th,"60,900  €"
"Pārdošanā renovēts 1 istabu dzīvoklis Rīgas centrā

Adrese: Br",https://www.ss.com/msg/en/real-estate/flats/riga/centre/eohfx.html,Centre Bruninieku 121,1,27,1/4,Recon.,"58,000  €"
Pārdod 2 istabu dzīvokli ar divām stāvvietām (pazemes un virszem,https://www.ss.com/msg/en/real-estate/flats/riga/ziepniekkalns/bxcdnj.html,Ziepniekkalns Dignajas 3B,2,60,2/7,New,"134,000  €"
Pārdod gaišu un plašu 3 istabu dzīvokli klusā un zaļā Imantas da,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/hchxc.html,Imanta Slokas 185,3,60,5/5,Lit pr.,"78,000 €"
Teikā – 3-istabu dzīvoklis ar savu garāžu mājā kur notiek renovā,https://www.ss.com/msg/en/real-estate/flats/riga/teika/bciokl.html,Teika Brivibas g. 209,3,66,2/5,Pre-war house,"137,000  €"
"Pārdod elegantu, pilnībā mēbelētu dzīvokli Raiņa namā – Raiņa bu",https://www.ss.com/msg/en/real-estate/flats/riga/centre/abpli.html,Centre Raina boul. 27,2,48,3/6,Recon.,"189,000  €"
Premium 2 istabu dzīvoklis ar terasi jaunajā projektā Stabu 2A,https://www.ss.com/msg/en/real-estate/flats/riga/centre/afjoe.html,Centre Stabu 2A,2,57,4/7,New,"184,500  €"
"Продается двухкомнатная квартира со всей мебелью , что на фото,",https://www.ss.com/msg/en/real-estate/flats/riga/sarkandaugava/nhfnm.html,Sarkandaugava Limbazhu 11,2,41,4/5,Chrusch.,"46,500  €"
"Pārdod gaišu 1 istabas dzīvokli Bišumuižā, Gulbju ielā 1.

Dzī",https://www.ss.com/msg/en/real-estate/flats/riga/katlakalns/dmgeh.html,Katlakalns Gulbju 1,1,24,2/2,Pre-war house,"28,560 €"
"Torņakalnā, Jelgavas ielā 68, vērienīgā, autentiskā projektā, ka",https://www.ss.com/msg/en/real-estate/flats/riga/tornjakalns/bilmf.html,Tornjakalns Jelgavas 68,3,66,2/2,Recon.,"235,000  €"
"Pārdod 2 istabu dzīvokli ar logiem kas vērsti uz pagalma pusi, t",https://www.ss.com/msg/en/real-estate/flats/riga/centre/afjbp.html,Centre Valmieras 6,2,34,3/3,Pre-war house,"31,800  €"
Pārdodas 104.sērijas vienistabas dzīvoklis vienā no labākajām Pļ,https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/fgdkg.html,Plyavnieki Dravnieku 4,1,50,3/12,104-th,"51,800  €"
"Divas izolētas istabas, dzīvoklis ir noēnots un vasarā nav karst",https://www.ss.com/msg/en/real-estate/flats/riga/kengarags/bbkdlk.html,Kengarags Vizlas 6,2,49,1/5,Lit pr.,"42,000  €"
"Mājīgs 1-istabas dzīvoklis Centrā. 

Par īpašumu :
+ Mēbeles",https://www.ss.com/msg/en/real-estate/flats/riga/centre/fdknl.html,Centre Valmieras 32,1,20,1/2,Pre-war house,"22,500 €"
Tiek pārdots studio tipa dzīvoklis Ķengaragā. Bis sistēmā ir aps,https://www.ss.com/msg/en/real-estate/flats/riga/kengarags/ahbhl.html,Kengarags Prushu 21/2,1,17,1/4,Sm.fam.,"29,000  €"
Pārdošanā plašs 2 istabu dzīvoklis renovētā 8 dzīvokļu mājā Rīga,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcommc.html,Centre Tallinas 96,2,60,2/2,Recon.,"82,500  €"
"Plašs divistabu dzīvoklis ar augstiem griestiem 3, 25 gāzes apku",https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/bkgoel.html,Agenskalns Slokas 29,2,64,1/5,Pre-war house,"77,000  €"
Предлагается к продаже светлая и функциональная 2-комнатная квар,https://www.ss.com/msg/en/real-estate/flats/riga/centre/aebfc.html,Centre Chaka 121,2,54,6/6,Recon.,"72,000  €"
"Продается квартира в одноэтажном доме, отдельный вход со двора,",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bclifc.html,Centre Maiznicas 4,2,65,1/1,Pre-war house,"53,000  €"
"Kombo -

- Dzīvokļa īpašums, 
- Domājamā daļa no zemes, 
- I",https://www.ss.com/msg/en/real-estate/flats/riga/centre/aehdc.html,Centre Dzirnavu 72,4,87,3/5,Recon.,"139,000  €"
Pārdošanā plašs 3 istabu dzīvoklis ar pabeigtiem apdares darbiem,https://www.ss.com/msg/en/real-estate/flats/riga/centre/aeljp.html,Centre Tallinas 96,3,76,2/2,Recon.,"117,900  €"
Продаю уютную двухкомнатную квартиру. Квартира оборудована бытов,https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/adpjf.html,Purvciems Madonas 2,2,45,1/5,New,"96,000  €"
Pārdod plašu un gaišu 2 istabu dzīvokli Irlavas ielā 4 ar pazeme,https://www.ss.com/msg/en/real-estate/flats/riga/shampeteris-pleskodale/bxbkdl.html,Shampeteris-Pleskodale Irlavas 4,2,66,2/4,New,"120,000  €"
Pārdod gatavu ienesīgu biznesu pašā Vecrīgas sirdī. Oriģināls dz,https://www.ss.com/msg/en/real-estate/flats/riga/vecriga/adfgb.html,Vecriga Kaleju 61,1,36,2/3,Pre-war house,"120,000  €"
Piedāvājam rezervācijai divu istabu dzīvokli ar platību 46 m² vē,https://www.ss.com/msg/en/real-estate/flats/riga/centre/heonx.html,Centre Bruninieku 41,4,46,4/5,Pre-war house,"87,400  €"
Māju apsaimnieko dzīvokļu īpašnieku biedrība. Ēkai ir nomainīts,https://www.ss.com/msg/en/real-estate/flats/riga/yugla/afmxh.html,Yugla Murjanu 99,2,43,5/5,Lit pr.,"44,000  €"
Pārdošanā 2 istabu dzīvoklis Skanstē – lieliska iespēja izveidot,https://www.ss.com/msg/en/real-estate/flats/riga/centre/begpnc.html,Centre Tomsona 23,2,43,4/5,Chrusch.,"72,500  €"
Pārdošanā 2 istabu dzīvoklis renovētā 8 dzīvokļu mājā Rīgas cent,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bclicm.html,Centre Tallinas 96,2,41,2/2,Recon.,"72,900  €"
2 istabu dzīvoklis ķieģeļu mājā ar individuālu gāzes apkuri un i,https://www.ss.com/msg/en/real-estate/flats/riga/darzciems/befhnn.html,Darzciems Zeltinu 61,2,47,1/2,Spec. pr.,"50,000  €"
"Pārdod 2 Istabu Dzīvokli – Silts, Saulains AR Skatu UZ Daugavu",https://www.ss.com/msg/en/real-estate/flats/riga/vecmilgravis/bbxbbx.html,Vecmilgravis Meldru 6,2,44,5/5,Chrusch.,"34,000  €"
Piedāvājam rezervācijai 3-istabu dzīvokli ar platību 73 m² vēstu,https://www.ss.com/msg/en/real-estate/flats/riga/centre/aenid.html,Centre Bruninieku 41,3,73,2/5,Pre-war house,"138,700  €"
Piedāvājam rezervācijai 4-istabu dzīvokli ar platību 82.8 m² vēs,https://www.ss.com/msg/en/real-estate/flats/riga/centre/agfho.html,Centre Bruninieku 41,4,83,3/5,Pre-war house,"157,320  €"
"Pārdod 2 istabu dzīvokli klusā un zaļā vietā. 

Dzīvoklis atro",https://www.ss.com/msg/en/real-estate/flats/riga/ilguciems/oidxe.html,Ilguciems Spilves 5A,2,46,1/2,Pre-war house,"39,000  €"
Attīstītājs piedāvā 2 istabu dzīvokli ar vēsturisku šarmu renovē,https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/afmio.html,Agenskalns M. Nometnu 24,2,67,5/5,New,"165,200  €"
"Stilīgs, ērts mājokļis un dzīves telpa urbānajam profesionālim,",https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/boxkp.html,Agenskalns M. Nometnu 24,1,29,1/5,Recon.,"83,275  €"
Īpašnieks pārdod telpas dzīvoklim/birojam pašā Rīgas centrā. Ir,https://www.ss.com/msg/en/real-estate/flats/riga/centre/diejg.html,Centre Tomsona 11,3,88,1/5,Stalin project,"140,800  €"
"Pārdošanā saulains 3 istabu dzīvoklis ar ērtu Plānojumu. 
Dzīvok",https://www.ss.com/msg/en/real-estate/flats/riga/kengarags/fkkxn.html,Kengarags Lokomotives 72,3,58,1/9,467-th,"50,000  €"
Pārdošanā pārdomāti iekārtots studio tipa dzīvoklis renovētā ēkā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/gcjnl.html,Centre Barona 24/26,1,26,6/6,Recon.,"99,500  €"
"Jūsu jaunās mājas. 

Īstās dzīvokļa Krāsas nevar nodot caur bi",https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/fmxkc.html,Plyavnieki Salnas 21,2,71,7/9,New,"119,000  €"
"Viens no retajiem Franču projekta dzīvokļiem Rīgā: 16. stāvs, te",https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/bmhob.html,Purvciems Madonas 23,2,60,16/18,Spec. pr.,"66,300  €"
Собственник продает однокомнатную квартиру. Совмещенный санузел,https://www.ss.com/msg/en/real-estate/flats/riga/centre/ahbbm.html,Centre Bruninieku 93A,1,22,1/5,Pre-war house,"37,000  €"
Dzīvoklis vēsturiskā ēkā ar mūsdienu tehnoloģijām un izsmalcināt,https://www.ss.com/msg/en/real-estate/flats/riga/centre/hbplk.html,Centre Baznicas 7,5,155,3/5,Pre-war house,"595,000  €"
Продаю однокомнатную квартиру. Тихое место. Есть парковка. Обычн,https://www.ss.com/msg/en/real-estate/flats/riga/tornjakalns/acgcx.html,Tornjakalns Viesites 10,1,40,1/5,Sm.fam.,"35,500  €"
Piedāvājumā plašs un saulains četristabu dzīvoklis vienā no zaļā,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/gxili.html,Imanta Viksnes 21,4,157,6/7,New,"258,000  €"
Šis gaišais studio tipa dzīvoklis Grīziņkalnā ir lieliska izvēle,https://www.ss.com/msg/en/real-estate/flats/riga/grizinkalns/bpnoko.html,Grizinkalns Sapieru 3b,1,31,1/5,New,"65,500  €"
Pārdodu plašu un gaismas piepildītu 4 istabu ģimenes dzīvokli vi,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/bebbib.html,Imanta M. Krūmu 10,4,76,9/9,602-th,"89,900  €"
Piedāvājam iespēju iegādāties trīs istabu dzīvokli “Purvciema mā,https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/idege.html,Purvciems Brantkalna 1A,3,69,3/7,New,"175,570  €"
"Izvēlies Magdalēnas kvartāls vietu, kur pilsēta satiekas ar Mier",https://www.ss.com/msg/en/real-estate/flats/riga/centre/cpfjx.html,Centre Antonijas 17A,3,142,2/6,New,"563,000  €"
Pārdošanā 2 istabu dzīvoklis 60 m² platībā vienā no Rīgas skaist,https://www.ss.com/msg/en/real-estate/flats/riga/centre/fcpoe.html,Centre Antonijas 20,2,60,6/7,Recon.,"225,000  €"
Pārdodam gaišu vienistabas dzīvokli. Lielisks piedāvājums remont,https://www.ss.com/msg/en/real-estate/flats/riga/maskavas-priekshpilseta/ajjxh.html,Latgales priekshpilset Ebreju 4,1,28,2/2,Pre-war house,"12,590  €"
Tiek pārdots gaišs 5 istabu dzīvoklis pamatīgā koka mājā. Lielis,https://www.ss.com/msg/en/real-estate/flats/riga/vecmilgravis/dcbgm.html,Vecmilgravis Gales 5,5,116,2/2,Pre-war house,"38,780  €"
New Hanza apartamenti projektā rezervēšanai ir pieejams trīsista,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcjbeo.html,Centre G. Kluca 10,3,71,2/9,New,"264,600 €"
Pillar attīstītajā New Hanza apartamenti projektā rezervēšanai i,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bclfkb.html,Centre G. Kluca 10,4,90,8/9,New,"361,900  €"
Piedāvājam iespēju iegādāties divu istabu dzīvokli “Purvciema mā,https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/gnegk.html,Purvciems Brantkalna 1A,2,53,1/7,New,"122,414  €"
"Dzīvot pie Daugavas pastaigas gar upi, zaļums aiz logiem un viss",https://www.ss.com/msg/en/real-estate/flats/riga/kengarags/noidi.html,Kengarags Latgales 258 k-7,2,43,2/5,Chrusch.,"60,000  €"
"Pārdošanā dzīvoklis Āgenskalnā, Bišu ielā 13.

Īpašnieks pārdo",https://www.ss.com/msg/en/real-estate/flats/riga/agenskalns/ixkgd.html,Agenskalns Bishu 13,4,49,2/2,Pre-war house,"37,000 €"
"Pārdod mājīgu 3-istabu dzīvokli Iļģuciemā, Vaidelotes ielā 18.",https://www.ss.com/msg/en/real-estate/flats/riga/ilguciems/bohpg.html,Ilguciems Vaidelotes 18,3,53,5/5,Chrusch.,"60,000  €"
"Pārdodam mājīgu, saulainu un energoefektīvu (A klase) pilnībā mē",https://www.ss.com/msg/en/real-estate/flats/riga/teika/fxfol.html,Teika Raunas 56,3,78,3/4,New,"218,000  €"
Piedāvājam iespēju iegādāties divu istabu dzīvokli “Dreiliņu pri,https://www.ss.com/msg/en/real-estate/flats/riga/dreilini/cfdcfm.html,Dreilini Valtera 1,2,50,3/9,New,"119,500  €"
"Pārdod plašu, kapitāli izremontētu 4 istabu dzīvokli Dārzciemā.",https://www.ss.com/msg/en/real-estate/flats/riga/darzciems/cffcnc.html,Darzciems Zundфnu 5,4,73,5/9,602-th,"95,000  €"
Piedāvājam iespēju iegādāties plašu trīs istabu dzīvokli “Dreili,https://www.ss.com/msg/en/real-estate/flats/riga/dreilini/cgoxxp.html,Dreilini Valtera 1,3,73,6/9,New,"173,200  €"
3-istabu apartaments ar saulainu terasi Rīgas klusajā centrā.,https://www.ss.com/msg/en/real-estate/flats/riga/centre/denlk.html,Centre Ganu 2,3,117,5/5,Pre-war house,"280,000  €"
Gaumīgs un skaisti iekārtots četru istabu dzīvoklis renovētā nam,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bcikjd.html,Centre Alauksta 7,4,75,1/4,Recon.,"239,000  €"
"Pārdošanā pieejams studio tipa dzīvoklis ar saunu, dzakuzzi, duš",https://www.ss.com/msg/en/real-estate/flats/riga/vecriga/ceidj.html,Vecriga Meistaru 6,1,42,1/5,Pre-war house,"115,000  €"
"Moderns dzīvoklis, svaigi pēc kapitālā remonta ar atvērtā tipa p",https://www.ss.com/msg/en/real-estate/flats/riga/vecriga/nehhp.html,Vecriga Mucenieku 3,1,34,3/5,Recon.,"125,000  €"
Piedāvājam iespēju iegādāties divu istabu dzīvokli “Dreiliņu pri,https://www.ss.com/msg/en/real-estate/flats/riga/dreilini/cgoxxm.html,Dreilini Valtera 1,2,50,4/9,New,"118,100  €"
Divstāvīgs dzīvoklis ar privātmājas sajūtu ar 2 lielām terasēm u,https://www.ss.com/msg/en/real-estate/flats/riga/centre/cnopc.html,Centre Rupniecibas 50,4,140,5/5,New,"410,000  €"
Dzīvoklī ir nomainīti logi. Nomainīti stāvvadi. Zeme zem mājas i,https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/dnjeb.html,Purvciems Brantkalna 11,3,75,1/9,119-th,"62,000  €"
"Продаётся уютная, светлая 1 комнатная квартира в тихом центре. У",https://www.ss.com/msg/en/real-estate/flats/riga/centre/hdfkk.html,Centre Zirnu 6,1,32,2/6,Chrusch.,"63,000  €"
Продажа двухуровневой квартиры в Дарзциемс с полной готовностью,https://www.ss.com/msg/en/real-estate/flats/riga/darzciems/bmoxih.html,Darzciems Rezeknes 27B,4,156,2/3,Spec. pr.,"370,000  €"
Piedāvājam iespēju iegādāties divu istabu dzīvokli “Dreiliņu pri,https://www.ss.com/msg/en/real-estate/flats/riga/dreilini/cfnckf.html,Dreilini Valtera 1,2,50,2/9,New,"115,600  €"
"Zeme īpašumā, pagalma māja, slēgts pagalms, ieeja no pagalma, kā",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bdpgph.html,Centre Stabu 46,3,71,2/6,Pre-war house,"135,000  €"
"Продаю светлую, чистую, уютную квартиру. 

+ Ремонт в ванной (",https://www.ss.com/msg/en/real-estate/flats/riga/vecmilgravis/affok.html,Vecmilgravis Melidas 3-1,2,50,5/5,Lit pr.,"55,550 €"
Хорошая квартира после ремонта в уютном и тихом центре района; р,https://www.ss.com/msg/en/real-estate/flats/riga/vecmilgravis/cfjxx.html,Vecmilgravis Edzhina g. 9,3,68,1/5,Lit pr.,"60,000  €"
"Dzīvoklis energoefektīvā jaunajā projektā “Mimosa"". 

Dzīvokli",https://www.ss.com/msg/en/real-estate/flats/riga/imanta/befxjn.html,Imanta Akaciju 2F,4,78,8/9,New,"212,120  €"
"Mimosa- jauns, energoefektīvs dzīvokļu projekts Imantā. 

Trīs",https://www.ss.com/msg/en/real-estate/flats/riga/imanta/hxxnl.html,Imanta Akaciju 2F,4,78,4/9,New,"203,715  €"
"Jaunais projekts Mimosa ir radīts cilvēkiem, kas zina, ko vēlas.",https://www.ss.com/msg/en/real-estate/flats/riga/imanta/fbbni.html,Imanta Akaciju 2F,3,60,3/9,New,"155,900  €"
"Mimosa- jauns, energoefektīvs dzīvokļu projekts Imantā. 

Trīs",https://www.ss.com/msg/en/real-estate/flats/riga/imanta/bfdhxl.html,Imanta Akaciju 2F,4,72,1/9,New,"194,220  €"
"Izremontēts. Logi uz iekšpagalmu. Ļoti silts. Mēbeles. 
Mājīgs",https://www.ss.com/msg/en/real-estate/flats/riga/mangali/ahmcj.html,Mangali Ezera 17,2,39,1/2,Pre-war house,"44,000  €"
Tiek pārdots 2 istabu dzīvoklis ar divām izolētām istabām. Atsev,https://www.ss.com/msg/en/real-estate/flats/riga/imanta/bemhbn.html,Imanta Dubultu 20,2,50,2/5,Lit pr.,"52,750  €"
Piedāvājumā no attīstītāja 2-istabu dzīvoklis Nr. 14 prestižajā,https://www.ss.com/msg/en/real-estate/flats/riga/centre/acdgx.html,Centre Pulkv. Briezha 15,2,48,2/7,Recon.,"152,960  €"
"Tiek pārdots plašs 3 istabu dzīvoklis Rīgā, Īslīces ielā 1. Dzīv",https://www.ss.com/msg/en/real-estate/flats/riga/ziepniekkalns/elngg.html,Ziepniekkalns Islices 1,3,78,4/10,119-th,"90,000 €"
"Saules puse, mājās apsaimniekotais - dzīvokļu Reznas 10b sabiedr",https://www.ss.com/msg/en/real-estate/flats/riga/maskavas-priekshpilseta/gkgnb.html,Latgales priekshpilset Reznas 10b,1,26,5/5,Chrusch.,"30,000  €"
"Pārdod plašu 3 istabu dzīvokli pilsētas centrā, ēkas 5. stāvā.",https://www.ss.com/msg/en/real-estate/flats/riga/centre/agfgi.html,Centre Stabu 59,3,76,5/5,Pre-war house,"117,000  €"
"Pārdod plašu 3 istabu dzīvokli pilsētas centrā, ēkas 4. stāvā.",https://www.ss.com/msg/en/real-estate/flats/riga/centre/bciipe.html,Centre Stabu 59,3,68,4/5,Pre-war house,"103,000  €"
"Pārdod plašu 3 istabu dzīvokli pilsētas centrā, ēkas 2. stāvā.",https://www.ss.com/msg/en/real-estate/flats/riga/centre/fxghb.html,Centre Stabu 59,3,64,2/5,Pre-war house,"77,900  €"
"Īpašnieks pārdod gaišu divistabu dzīvokli 65, 3 m² jaunajā proje",https://www.ss.com/msg/en/real-estate/flats/riga/purvciems/cxcok.html,Purvciems Stirnu 1,2,65,7/9,New,"135,000  €"
"Pārdod plašu, mājīgu un funkcionāli izplānotu 2-istabas dzīvokli",https://www.ss.com/msg/en/real-estate/flats/riga/bierini/bdfxhc.html,Bierini Ives 3,2,46,3/3,Pre-war house,"109,200  €"
Attīstītājs piedāvā iegādāties dzīvokli pilnībā renovētā mājā Da,https://www.ss.com/msg/en/real-estate/flats/riga/maskavas-priekshpilseta/ahcfi.html,Latgales priekshpilset Daugavpils 10,2,31,3/4,Recon.,"77,300  €"
Pārdod dzīvokli Krasta ielas rajonā – pretī t/c Akropole Riga,https://www.ss.com/msg/en/real-estate/flats/riga/krasta-st-area/agkol.html,Krasta st. area Ritupes 30,3,64,5/9,467-th,"81,900  €"
Pārdod mājīgu un funkcionāli izplānotu 2-istabas dzīvokli (41.5,https://www.ss.com/msg/en/real-estate/flats/riga/bierini/ckebe.html,Bierini Ives 3,2,42,3/3,Pre-war house,"101,675  €"
"Mājā nodota ekspuatācījā. 

Dzīvokļi ar pilnu apdari renovētā",https://www.ss.com/msg/en/real-estate/flats/riga/centre/afpgc.html,Centre Zvaigzhnu 21,2,35,4/6,Recon.,"83,760  €"
"Gaišs un kluss 2 istabu dzīvoklis Teikā Brīvības gatvē

Pārdod",https://www.ss.com/msg/en/real-estate/flats/riga/teika/gjppe.html,Teika Brivibas g. 229,2,42,3/5,Spec. pr.,"61,900  €"
"Unikālais dzīvoklis ar balkonu, vienīgais projekta. 65.9 m2 dzīv",https://www.ss.com/msg/en/real-estate/flats/riga/centre/ddngl.html,Centre Lachplesha 36,3,68,2/5,Recon.,"260,305  €"
"Дом сдан в эксплуатацию. 
Полностью реновированный дом в самом",https://www.ss.com/msg/en/real-estate/flats/riga/centre/cxfpn.html,Centre Lachplesha 36,2,45,1/5,Recon.,"149,410  €"
Gaumīgs 3-istabu dzīvoklis mūsdienīgā dzīvojamajā kompleksā ar s,https://www.ss.com/msg/en/real-estate/flats/riga/plyavnieki/hbgmg.html,Plyavnieki Salnas 21,3,88,1/9,New,"159,900  €"
Attīstītājs piedāvā dzīvokļus pilnībā atjaunotā vēsturiskā ēkā R,https://www.ss.com/msg/en/real-estate/flats/riga/centre/bhxkd.html,Centre Lachplesha 36,2,36,4/5,Recon.,"127,050  €"
"Pārdošanā plašs un gaišs 3 istabu dzīvoklis Viestura prospektā,",https://www.ss.com/msg/en/real-estate/flats/riga/sarkandaugava/fghpp.html,Sarkandaugava Viestura pr. 95,3,95,9/11,New,"172,000  €"
"Katrīnas iela 5 ir vēsturiska daudzdzīvokļu ēka, kuras pirmsākum",https://www.ss.com/msg/en/real-estate/flats/riga/centre/amfbl.html,Centre Katrinas 5,2,36,2/4,Recon.,"97,104  €"
Pārdodam gaišu un plašu trīsistabu dzīvokli. Lielisks piedāvājum,https://www.ss.com/msg/en/real-estate/flats/riga/chiekurkalns/cifbh.html,Chiekurkalns Teraudlietuves 16,3,47,2/2,Pre-war house,"25,690  €"
